first_name,last_name,pdga_number,rating,year,class,gender,division_name,division_code,country,state_prov,tournaments,rating_rounds_used,points,prize,last_modified
David,Feldberg,12626,1036,2014,P,Male,Open,MPO,United States,GA,21,28,14220,15040.46,2019-12-12
Bradley,Williams,31644,1021,2010,P,Male,Open,MPO,United States,TX,34,55,14207,16629.84,2018-05-15
Cale,Leiviska,24341,1033,2011,P,Male,Open,MPO,United States,MN,26,69,14200,16420.89,2018-05-15
James,Conrad,17295,1017,2016,P,Male,Open,MPO,United States,VA,30,69,14177,14177.5,2019-12-12
Nathan,Doss,11794,1041,2013,P,Male,Open,MPO,United States,OR,19,39,14157,15967.61,2018-05-15
Matt,Dollar,26045,1013,2016,P,Male,Open,MPO,United States,GA,41,72,14130,15591.33,2019-12-12
Dustin,Keegan,35187,1013,2016,P,Male,Open,MPO,United States,OR,21,48,14117,8988,2019-12-12
Dustin,Keegan,35187,1010,2015,P,Male,Open,MPO,United States,OR,26,48,14077,9345.5,2019-12-12
Tim,Barham,53332,1016,2018,P,Male,Open,MPO,United States,MI,24,85,14055,12385.5,2019-12-12
Jordan,Castro,49431,1007,2018,P,Male,Open,MPO,United States,MN,27,59,14050,8249.5,2019-12-12
Chandler,Fry,25541,1016,2019,P,Male,Open,MPO,United States,WA,25,61,14015,8994,2021-01-26
Logan,Bowers,31536,1015,2019,P,Male,Open,MPO,United States,TN,28,49,14000,11949.5,2021-01-26
Bradley,Williams,31644,1026,2016,P,Male,Open,MPO,United States,TX,25,55,13987,19610.18,2019-12-12
Sias,Elmore,57425,1018,2019,P,Male,Open,MPO,United States,CA,26,38,13977,9657,2021-01-26
Richard,Wysocki,38008,1021,2011,P,Male,Open,MPO,United States,SC,47,77,13975,17880.5,2018-05-15
Terry,Rothlisberger,57493,1017,2021,P,Male,Open,MPO,United States,MN,20,84,13932,12541,2021-08-04
Matt,Bell,48950,997,2016,P,Male,Open,MPO,United States,CA,26,82,13932,7477.5,2019-12-12
Ken,Climo,4297,1039,2010,P,Male,Open,MPO,United States,FL,22,20,13930,20010,2018-05-15
Colten,Montgomery,35876,1019,2020,P,Male,Open,MPO,United States,CO,20,78,13912,12061,2021-02-22
Kyle,Webster,28977,995,2016,P,Male,Open,MPO,United States,MO,36,26,13890,7658,2019-12-12
JohnE,McCray,9852,1027,2018,P,Male,Open,MPO,United States,FL,20,63,13882,11734,2019-12-12
Cale,Leiviska,24341,1022,2008,P,Male,Open,MPO,United States,MN,28,69,13880,14367.5,2018-05-15
Kenny,Glassman,30060,957,2010,P,Male,Advanced,MA1,United States,CA,45,26,13860,,2018-05-15
Charlie,Goodpasture,26455,1013,2018,P,Male,Open,MPO,United States,FL,29,32,13842,9831,2019-12-12
Dustin,Keegan,35187,1007,2017,P,Male,Open,MPO,United States,OR,26,48,13837,9195.5,2019-12-12
Geoff,Bennett,24962,1012,2009,P,Male,Open,MPO,United States,MI,38,66,13822,12451,2018-05-15
Matthew,Orum,18330,1034,2010,P,Male,Open,MPO,United States,AL,22,62,13810,14431,2018-05-15
Avery,Jenkins,7495,1012,2015,P,Male,Open,MPO,United States,OK,15,8,13810,6979,2018-05-15
Peter,McBride,34463,1016,2017,P,Male,Open,MPO,United States,CA,23,9,13802,10361.5,2019-12-12
Cale,Leiviska,24341,1027,2016,P,Male,Open,MPO,United States,MN,22,69,13772,19833,2019-12-12
Zach,Melton,38631,1018,2015,P,Male,Open,MPO,United States,TN,31,77,13765,14239.5,2019-12-12
Cale,Leiviska,24341,1034,2020,P,Male,Open,MPO,United States,MN,21,69,13752,16202,2021-02-22
Eric,McCabe,11674,1027,2012,P,Male,Open,MPO,United States,KS,30,4,13725,14640.63,2018-05-15
Rick,Steehler,67698,984,2019,P,Male,Open,MPO,United States,RI,36,47,13715,3780,2021-01-26
Eagle Wynne,McMahon,37817,1020,2015,P,Male,Open,MPO,United States,CO,29,48,13712,15416.75,2019-12-12
Jordan,Castro,49431,1003,2017,P,Male,Open,MPO,United States,MN,29,59,13710,8769.5,2019-12-12
Will,Schusterick,29064,1006,2018,P,Male,Open,MPO,United States,GA,23,10,13692,7531.25,2019-12-12
John,Willis II,23844,999,2021,P,Male,Open,MPO,United States,TX,25,98,13690,3906,2021-08-04
Cale,Leiviska,24341,1022,2015,P,Male,Open,MPO,United States,MN,19,69,13682,14982,2019-12-12
Paul,McBeth,27523,1054,2020,P,Male,Open,MPO,United States,CA,14,71,13680,32729,2021-02-22
Alden,Harris,98091,1019,2021,P,Male,Open,MPO,United States,GA,16,67,13675,6363,2021-08-04
Cameron,Messerschmidt,58814,1017,2019,P,Male,Open,MPO,United States,WA,44,121,13625,16817,2021-01-26
Cale,Leiviska,24341,1036,2017,P,Male,Open,MPO,United States,MN,26,69,13577,19002,2019-12-12
Will,Schusterick,29064,1020,2010,P,Male,Open,MPO,United States,GA,34,10,13577,23976.29,2018-05-15
James,Conrad,17295,1029,2020,P,Male,Open,MPO,United States,VA,17,69,13572,13611.5,2021-02-22
Bradley,Williams,31644,1021,2018,P,Male,Open,MPO,United States,TX,19,55,13552,9824.17,2019-12-12
Jordan,Castro,49431,979,2014,P,Male,Advanced,MA1,United States,MN,20,59,13540,,2019-12-12
Alan,Wagner,28550,1005,2021,P,Male,Open,MPO,United States,IA,21,82,13502,5098,2021-07-27
Geoff,Bennett,24962,1010,2010,P,Male,Open,MPO,United States,MI,36,66,13460,10749.67,2018-05-15
Luke,Humphries,69424,1013,2021,P,Male,Open,MPO,United States,KS,19,81,13452,5230,2021-08-04
Bradley,Williams,31644,1018,2011,P,Male,Open,MPO,United States,TX,36,55,13427,11973.5,2018-05-15
JohnE,McCray,9852,1026,2014,P,Male,Open,MPO,United States,FL,40,63,13412,25144,2019-12-12
Eric,Oakley,53565,1019,2021,P,Male,Open,MPO,United States,FL,13,64,13410,6755,2021-08-04
Cameron,Todd,12827,1023,2003,P,Male,Open,MPO,United States,SC,41,5,13407,23026.5,2018-05-15
Luke,Samson,59419,994,2020,P,Male,Open,MPO,United States,IL,39,130,13372,6134,2021-02-22
David,Feldberg,12626,1031,2007,P,Male,Open,MPO,United States,GA,34,28,13362,37030,2018-05-15
DeVan,Owens,25168,1027,2012,P,Male,Open,MPO,United States,AZ,26,26,13355,14386.63,2018-05-15
Paul,McBeth,27523,1018,2008,P,Male,Open,MPO,United States,CA,33,71,13312,11852.5,2018-05-15
Calvin,Heimburg,45971,1036,2018,P,Male,Open,MPO,United States,FL,25,65,13230,17619.5,2019-12-12
Ezra,Robinson,50671,1025,2021,P,Male,Open,MPO,United States,GA,15,68,13225,7685,2021-08-04
Adam,Hammes,57365,1035,2020,P,Male,Open,MPO,United States,WI,18,73,13220,15836,2021-02-22
Nathan,Doss,11794,1039,2012,P,Male,Open,MPO,United States,OR,21,39,13215,16139.17,2018-05-15
David,Garb,54050,956,2018,A,Male,Advanced,MA1,United States,IL,20,20,13207,,2018-12-24
Benjamin,Callaway,39015,1020,2021,P,Male,Open,MPO,United States,IA,14,46,13165,10540,2021-08-04
Steve,Brinster,10628,1020,2008,P,Male,Open,MPO,United States,NY,24,33,13165,9558,2018-05-15
Paul,Ulibarri,27171,1019,2013,P,Male,Open,MPO,United States,AZ,41,107,13160,17832,2018-05-15
Cale,Leiviska,24341,1035,2019,P,Male,Open,MPO,United States,MN,25,69,13145,18913,2021-01-26
Jeremy,Koling,33705,1019,2010,P,Male,Open,MPO,United States,NC,33,79,13145,11315,2018-05-15
Jeff,Renner,67313,991,2017,P,Male,Open,MPO,United States,MO,30,45,13117,4866,2019-12-12
Eric,McCabe,11674,1011,2015,P,Male,Open,MPO,United States,KS,22,4,13075,9835.8,2019-12-12
Paul,Oman,34344,1009,2018,P,Male,Open,MPO,United States,IN,21,57,13027,6862.5,2019-12-12
Tim,Barham,53332,1013,2017,P,Male,Open,MPO,United States,MI,36,85,13007,14522,2019-12-12
DeVan,Owens,25168,1021,2010,P,Male,Open,MPO,United States,AZ,25,26,13005,10892,2018-05-15
Andrew,Marwede,75590,1028,2020,P,Male,Open,MPO,United States,MI,26,83,13000,16750,2021-02-22
Jay Yeti,Reading,15864,1011,2009,P,Male,Open,MPO,United States,TX,34,74,12960,10565,2018-05-15
Steven,Rico,4666,1029,2014,P,Male,Open,MPO,United States,CA,21,45,12915,13938.5,2019-12-12
Jeremy,Koling,33705,1029,2012,P,Male,Open,MPO,United States,NC,38,79,12910,15093,2018-05-15
Cameron,Colglazier,47407,1032,2018,P,Male,Open,MPO,United States,AL,24,42,12907,19484.67,2019-12-12
Dustin,Keegan,35187,1016,2019,P,Male,Open,MPO,United States,OR,21,48,12877,8864,2021-01-26
Peter,McBride,34463,1008,2019,P,Male,Open,MPO,United States,CA,20,9,12872,5278,2019-12-13
Gregg,Barsby,15857,1019,2010,P,Male,Open,MPO,United States,CA,22,64,12800,10835.5,2018-05-15
Zackeriath,Johnson,50312,1018,2021,P,Male,Open,MPO,United States,MO,13,79,12792,6375,2021-08-04
AJ,Carey,61770,1007,2020,P,Male,Open,MPO,United States,NC,24,97,12785,5608,2021-02-22
Mike,Conlee,41267,993,2017,P,Male,Open,MPO,United States,IL,27,45,12782,5647,2019-12-12
Will,Schusterick,29064,1004,2017,P,Male,Open,MPO,United States,GA,25,10,12740,6566.57,2019-12-12
Nick,Newton,47689,1012,2019,P,Male,Open,MPO,United States,AZ,31,40,12732,10970,2021-01-26
Matt,House,44131,972,2012,P,Male,Advanced,MA1,United States,OK,33,18,12732,,2018-05-15
Jeremy,Koling,33705,1027,2020,P,Male,Open,MPO,United States,NC,21,79,12692,10335,2021-02-22
Mark,Huether,41561,986,2012,A,Male,Advanced,MA1,United States,NC,13,6,12650,,2018-05-15
Zackeriath,Johnson,50312,1004,2020,P,Male,Open,MPO,United States,MO,25,79,12647,9951,2021-02-22
Luke,Humphries,69424,1017,2020,P,Male,Open,MPO,United States,KS,22,81,12637,9053,2021-02-22
Chad,Inman,14553,963,2008,P,Male,Advanced,MA1,United States,WI,27,9,12625,,2018-05-15
JohnE,McCray,9852,1022,2019,P,Male,Open,MPO,United States,FL,23,63,12577,11920,2021-01-26
Barry,Schultz,6840,1034,2009,P,Male,Open,MPO,United States,NC,23,66,12575,14670,2018-05-15
Anthony,Barela,44382,1019,2018,P,Male,Open,MPO,United States,AZ,17,66,12565,7309.5,2019-12-12
David,Wiggins Jr,24437,1017,2014,P,Male,Open,MPO,United States,LA,18,2,12560,6750.53,2019-12-12
Andrew,Presnell,63765,1029,2020,P,Male,Open,MPO,United States,MO,32,111,12547,16880,2021-02-22
Andrew,Marwede,75590,1024,2021,P,Male,Open,MPO,United States,MI,20,83,12542,9067,2021-08-04
Jeremy,Koling,33705,1023,2011,P,Male,Open,MPO,United States,NC,39,79,12502,13298.5,2018-05-15
Noah,Meintsma,56555,1016,2021,P,Male,Open,MPO,United States,MN,19,84,12475,7568,2021-08-04
Michael,Johansen,20300,1032,2017,P,Male,Open,MPO,United States,NC,29,72,12455,17460,2019-12-12
Lance,Brown,58644,989,2019,P,Male,Open,MPO,United States,NC,45,79,12440,7677.5,2021-01-26
Chris,Sprague,16425,1011,2008,P,Male,Open,MPO,United States,IL,38,25,12402,10774.5,2018-05-15
Gregg,Barsby,15857,1025,2009,P,Male,Open,MPO,United States,CA,27,64,12397,10845,2018-05-15
Adam,Morrison,36514,971,2013,P,Male,Advanced,MA1,United States,MO,18,19,12367,,2018-05-15
Matthew,Orum,18330,1024,2009,P,Male,Open,MPO,United States,AL,26,62,12340,12984.5,2018-05-15
Scott,Withers,38464,1036,2021,P,Male,Open,MPO,United States,OR,24,94,12320,13166,2021-07-26
Ron,Russell,9999,1025,2003,P,Male,Open,MPO,United States,FL,38,3,12277,22104,2018-05-15
Matthew,Orum,18330,1025,2016,P,Male,Open,MPO,United States,AL,20,62,12252,13974,2019-12-12
Andrew,Presnell,63765,1006,2017,P,Male,Open,MPO,United States,MO,28,111,12212,11222.83,2019-12-12
Joshua,Anthon,17946,1035,2019,P,Male,Open,MPO,United States,CA,13,10,12180,9286,2021-01-26
Jonathan,Nicholson,101390,1011,2021,P,Male,Open,MPO,United States,KS,18,86,12167,4170,2021-08-04
JohnE,McCray,9852,1024,2015,P,Male,Open,MPO,United States,FL,28,63,12167,16499,2019-12-12
Avery,Jenkins,7495,1024,2012,P,Male,Open,MPO,United States,OK,19,8,12160,10977.47,2018-05-15
Kyle,Opfer,87871,976,2018,P,Male,Advanced,MA1,United States,IL,9,27,12157,,2018-12-12
Nathan,Sexton,18824,1022,2010,P,Male,Open,MPO,United States,WA,26,33,12157,10905,2018-05-15
Seth,Talbott,114877,1008,2021,P,Male,Open,MPO,United States,TX,31,88,12152,7989,2021-08-04
Paul,Oman,34344,1014,2019,P,Male,Open,MPO,United States,IN,26,57,12137,9447.43,2021-01-26
G.T.,Hancock,49885,1009,2021,P,Male,Open,MPO,United States,TX,30,110,12112,11074,2021-08-09
Chad,Nelson,30541,952,2011,P,Male,Advanced,MA1,United States,CA,29,9,12110,,2018-05-15
Jordan,Castro,49431,989,2015,P,Male,Open,MPO,United States,MN,31,59,12060,6899.66,2019-12-12
Matthew,Orum,18330,1040,2018,P,Male,Open,MPO,United States,AL,20,62,12035,18588,2019-12-12
Jeff,Renner,67313,997,2018,P,Male,Open,MPO,United States,MO,26,45,12030,5399.83,2019-12-12
Steve,Brinster,10628,1026,2017,P,Male,Open,MPO,United States,NY,16,33,12025,10351,2019-12-12
Jordan,Castro,49431,1016,2021,P,Male,Open,MPO,United States,MN,13,59,12000,5653,2021-08-04
Matt,Travis,29292,967,2010,P,Male,Advanced,MA1,United States,IN,29,33,11992,,2018-05-15
Austin,Hoop,72423,1017,2021,P,Male,Open,MPO,United States,CA,18,56,11962,7913,2021-08-04
Brody,Miller,5222,1001,2015,P,Male,Open,MPO,United States,WA,20,6,11952,5645.8,2019-12-12
Ken,Climo,4297,1036,2009,P,Male,Open,MPO,United States,FL,20,20,11947,15098,2018-05-15
Max,Nichols,21870,1010,2014,P,Male,Open,MPO,United States,CA,30,34,11945,9572,2019-12-12
Nikko,Locastro,11534,1024,2008,P,Male,Open,MPO,United States,MO,29,84,11940,13848.25,2018-05-15
Cameron,Todd,12827,999,2017,P,Male,Open,MPO,United States,SC,21,5,11927,5795,2019-12-12
Tristan,Tanner,99053,1001,2020,P,Male,Open,MPO,United States,CO,21,69,11925,5353,2021-02-22
Jeremy,Rusco,29631,973,2008,P,Male,Advanced,MA1,United States,KS,21,9,11925,,2018-05-15
Bradley,Williams,31644,1024,2021,P,Male,Open,MPO,United States,TX,17,55,11915,9399,2021-08-04
Paul,McBeth,27523,1022,2009,P,Male,Open,MPO,United States,CA,28,71,11907,10659,2018-05-15
Steven,Rico,4666,1030,2008,P,Male,Open,MPO,United States,CA,24,45,11885,16275,2018-05-15
Chris,Dickerson,62467,1025,2016,P,Male,Open,MPO,United States,TN,37,94,11877,17892,2019-12-12
Kyle,Klein,85132,1025,2020,P,Male,Open,MPO,United States,MI,15,82,11872,12052.67,2021-03-17
Will,Schusterick,29064,1002,2008,P,Male,Open,MPO,United States,GA,36,10,11792,11042.5,2018-05-15
David,Nelson,30228,963,2010,P,Male,Advanced,MA1,United States,IL,32,20,11695,,2018-05-15
Patrick,Blazek,25325,1005,2009,P,Male,Open,MPO,United States,TX,30,58,11675,5956.5,2018-05-15
Gregg,Barsby,15857,1020,2015,P,Male,Open,MPO,United States,CA,19,64,11660,15690,2019-12-12
Zachary,Halbach,50938,948,2016,P,Male,Advanced,MA1,United States,WI,24,19,11647,,2018-05-15
Reid,Frescura,48338,1008,2021,P,Male,Open,MPO,United States,MI,15,70,11645,4651,2021-07-27
Peter,McBride,34463,1016,2016,P,Male,Open,MPO,United States,CA,20,9,11642,9658.29,2019-12-12
Jesse,Bickley,68357,1011,2018,P,Male,Open,MPO,United States,WA,28,28,11632,8609.25,2019-12-12
Jared,Roan,49210,1023,2013,P,Male,Open,MPO,United States,CO,30,44,11580,14580.5,2018-05-15
Steve,Brinster,10628,1034,2010,P,Male,Open,MPO,United States,NY,22,33,11577,16388,2018-05-15
Jordan,Castro,49431,999,2016,P,Male,Open,MPO,United States,MN,28,59,11575,6996.94,2019-12-12
Avery,Jenkins,7495,1019,2013,P,Male,Open,MPO,United States,OK,19,8,11525,7111.06,2018-05-15
Cameron,Messerschmidt,58814,1015,2021,P,Male,Open,MPO,United States,WA,26,121,11500,10064,2021-08-04
Cale,Leiviska,24341,1029,2014,P,Male,Open,MPO,United States,MN,17,69,11492,16972,2019-12-12
Matt,Bell,48950,1018,2020,P,Male,Open,MPO,United States,CA,20,82,11482,11058,2021-02-22
Nathan,Queen,68286,1025,2020,P,Male,Open,MPO,United States,NC,30,105,11442,13672,2021-02-22
Weston,Isaacs,40883,997,2018,P,Male,Open,MPO,United States,TN,18,15,11437,3324.5,2018-10-05
DeVan,Owens,25168,1026,2011,P,Male,Open,MPO,United States,AZ,28,26,11407,11986,2018-05-15
Bobby,Musick,15911,1021,2017,P,Male,Open,MPO,United States,CA,25,9,11355,9049,2019-12-12
Mike,Conlee,41267,970,2015,P,Male,Advanced,MA1,United States,IL,9,45,11315,,2018-05-15
Daniel,Schnabel,49026,934,2016,A,Male,Advanced,MA1,United States,MN,25,14,11312,,2018-05-15
Jay Yeti,Reading,15864,1008,2007,P,Male,Open,MPO,United States,TX,42,74,11310,11378.17,2018-05-15
Max,Nichols,21870,1006,2017,P,Male,Open,MPO,United States,CA,17,34,11297,5577.5,2019-12-12
Geoff,Bennett,24962,1012,2007,P,Male,Open,MPO,United States,MI,55,66,11297,14030.92,2018-05-15
Kris,Orrick,20020,1014,2008,P,Male,Open,MPO,United States,TN,28,33,11287,11962,2018-05-15
Brian,Earhart,45879,1013,2020,P,Male,Open,MPO,United States,IL,17,65,11277,6593,2020-10-26
Steve,Brinster,10628,1018,2016,P,Male,Open,MPO,United States,NY,18,33,11267,9606,2019-12-12
Matt,Bell,48950,1002,2017,P,Male,Open,MPO,United States,CA,31,82,11252,8843,2019-12-12
Adam,Hammes,57365,1013,2018,P,Male,Open,MPO,United States,WI,20,73,11252,9597.5,2019-12-12
Chris,Vandagriff,39250,965,2010,P,Male,Advanced,MA1,United States,TX,27,20,11245,,2018-05-15
Jason,Hebenheimer,43762,996,2021,P,Male,Open,MPO,United States,MO,25,85,11220,2834,2021-08-08
Nikko,Locastro,11534,1033,2014,P,Male,Open,MPO,United States,MO,21,84,11220,18320,2019-12-12
Dana,Vicich,26228,1011,2014,P,Male,Open,MPO,United States,IL,19,11,11192,9104.5,2019-12-12
David,Feldberg,12626,1019,2017,P,Male,Open,MPO,United States,GA,11,28,11187,8063.5,2019-12-12
Matthew,Orum,18330,1028,2008,P,Male,Open,MPO,United States,AL,17,62,11185,12452.5,2018-05-15
Steve,Rachan,60925,948,2015,P,Male,Advanced,MA1,United States,IL,32,25,11172,,2018-05-15
Gregg,Barsby,15857,1023,2011,P,Male,Open,MPO,United States,CA,31,64,11167,11923,2018-05-15
Philo,Brathwaite,26416,1024,2013,P,Male,Open,MPO,United States,CA,21,61,11147,9581.33,2018-05-15
James,Proctor,34250,1024,2018,P,Male,Open,MPO,United States,WA,15,39,11130,7883.5,2019-12-12
Barry,Schultz,6840,1036,2004,P,Male,Open,MPO,United States,NC,36,66,11130,37889,2017-03-10
Tim,McDill,41365,984,2015,P,Male,Open,MPO,United States,HI,28,20,11127,3986.33,2019-12-12
Nicholas,Masters,61176,1004,2019,P,Male,Open,MPO,United States,FL,45,26,11122,9051,2021-01-26
Scott,Withers,38464,1038,2019,P,Male,Open,MPO,United States,OR,29,94,11115,14470.25,2021-01-26
Brian,McRee,7883,1013,2003,P,Male,Open,MPO,United States,NC,41,18,11100,12381.5,2018-05-15
Vincent,Polidori,81039,1008,2021,P,Male,Open,MPO,United States,WI,18,71,11070,5861,2021-08-04
Gregg,Barsby,15857,1015,2014,P,Male,Open,MPO,United States,CA,22,64,11060,9742.49,2019-12-12
Kevin,McCoy,9453,1007,2003,P,Male,Open,MPO,United States,GA,38,75,11057,12047.25,2018-05-15
Gannon,Buhr,75412,1022,2021,P,Male,Open,MPO,United States,IA,11,29,11055,8927,2021-08-04
Andrew,Cornwell,78239,976,2018,P,Male,Advanced,MA1,United States,IN,11,51,11055,,2019-12-12
Mike,Conlee,41267,996,2018,P,Male,Open,MPO,United States,IL,20,45,11040,4202.93,2019-12-12
Brian,Schweberger,12989,1018,2003,P,Male,Open,MPO,United States,NC,39,95,11040,14988.25,2018-05-15
Garrett,Gurthie,13864,1025,2013,P,Male,Open,MPO,United States,FL,29,84,11027,16442.2,2018-05-15
Adam,Olsen,26100,1009,2008,P,Male,Open,MPO,United States,IA,37,40,11012,10219.83,2018-05-15
Ziggy,Bierekoven,29879,999,2018,P,Male,Open,MPO,United States,MI,32,28,11010,8755.25,2019-12-12
Nicholas,Masters,61176,995,2018,P,Male,Open,MPO,United States,FL,31,26,11000,5849,2019-12-12
Steve,Slater,23634,942,2006,P,Male,Advanced,MA1,United States,IL,52,14,10985,,2018-05-15
Calvin,Heimburg,45971,1015,2017,P,Male,Open,MPO,United States,FL,25,65,10972,11800.48,2019-12-12
Cameron,Messerschmidt,58814,999,2017,P,Male,Open,MPO,United States,WA,32,121,10960,6111,2019-12-12
Drew,Gibson,48346,1005,2014,P,Male,Open,MPO,United States,CA,26,60,10952,8919,2019-12-12
Ian,Burchett,60435,998,2021,P,Male,Open,MPO,United States,IL,19,52,10897,2834,2021-08-04
Geoff,Bennett,24962,1000,2015,P,Male,Open,MPO,United States,MI,35,66,10897,9566.83,2019-12-12
Adrian,Cordova,44657,982,2014,P,Male,Advanced,MA1,United States,TX,8,5,10897,,2018-05-15
Trevor,Harbolt,26860,995,2018,P,Male,Open,MPO,United States,KY,31,83,10890,5272.75,2019-12-12
Chris,Heeren,18464,1011,2010,P,Male,Open,MPO,United States,WI,36,11,10880,10142.32,2018-05-15
Nick,Wood,51161,1012,2018,P,Male,Open,MPO,United States,WA,23,38,10875,7247.67,2019-12-12
Levi,Hancock,103050,999,2021,P,Male,Open,MPO,United States,UT,22,79,10857,2967,2021-08-04
Gregg,Barsby,15857,1016,2016,P,Male,Open,MPO,United States,CA,16,64,10847,8294.93,2019-12-12
Cameron,Messerschmidt,58814,994,2016,P,Male,Open,MPO,United States,WA,37,121,10820,7747,2019-12-12
Tim,Barham,53332,1012,2016,P,Male,Open,MPO,United States,MI,41,85,10817,14997.5,2019-12-12
Tate,Handy,30613,976,2008,P,Male,Advanced,MA1,United States,MI,23,9,10817,,2018-05-15
Jeff,Layland,17682,1002,2009,P,Male,Open,MPO,United States,OR,32,8,10790,7180,2018-05-15
Steven,Rico,4666,1031,2003,P,Male,Open,MPO,United States,CA,28,45,10782,18352.67,2018-05-15
Cale,Leiviska,24341,1035,2021,P,Male,Open,MPO,United States,MN,13,69,10780,15095,2021-08-04
Matthew,Orum,18330,1030,2017,P,Male,Open,MPO,United States,AL,14,62,10770,9589,2019-12-12
Brian,Schweberger,12989,1017,2004,P,Male,Open,MPO,United States,NC,41,95,10770,17057.75,2017-03-10
Lance,Brown,58644,992,2018,P,Male,Open,MPO,United States,NC,34,79,10747,4551,2019-12-12
Don,Smith,16831,996,2015,P,Male,Open,MPO,United States,CA,16,20,10735,3477.76,2019-12-12
Cale,Leiviska,24341,1024,2007,P,Male,Open,MPO,United States,MN,36,69,10735,19102.5,2018-05-15
Casey,White,81739,1013,2020,P,Male,Open,MPO,United States,MA,19,88,10677,8274,2021-02-22
Jordan,Castro,49431,1014,2020,P,Male,Open,MPO,United States,MN,16,59,10665,7334.5,2021-02-22
Barry,Schultz,6840,1039,2003,P,Male,Open,MPO,United States,NC,31,66,10640,39851.5,2018-05-15
Nate,Perkins,65737,1008,2021,P,Male,Open,MPO,United States,TX,12,75,10637,4041,2021-08-04
Eagle Wynne,McMahon,37817,1050,2020,P,Male,Open,MPO,United States,CO,11,48,10620,21534,2021-02-22
Seth,Cook,39737,970,2013,P,Male,Advanced,MA1,United States,OK,15,13,10617,,2018-05-15
Steve,Brinster,10628,1017,2018,P,Male,Open,MPO,United States,NY,15,33,10605,7927.5,2019-12-12
Max,Nichols,21870,1013,2013,P,Male,Open,MPO,United States,CA,30,34,10580,8890.5,2018-05-15
Steven,Rico,4666,1031,2009,P,Male,Open,MPO,United States,CA,20,45,10575,9277.5,2018-05-15
Joshua,Anthon,17946,1034,2009,P,Male,Open,MPO,United States,CA,19,10,10565,15127,2018-05-15
Gregg,Barsby,15857,1006,2008,P,Male,Open,MPO,United States,CA,22,64,10550,7749,2018-05-15
Lewis,Bitney,51242,1000,2016,P,Male,Open,MPO,United States,CA,34,25,10520,6994,2019-12-12
Jordan,Snyder,61941,941,2015,A,Male,Advanced,MA1,United States,MI,14,13,10515,,2018-05-15
